Orth_id	Uni_id	Gene_des
OG0087827	sp|O15943|CADN_DROME	Neural-cadherin
OG0087831	sp|O42493|NEUI_TAKRU	Isotocin-neurophysin IT 1
OG0087835	sp|Q9P0M9|RM27_HUMAN	"39S ribosomal protein L27, mitochondrial"
OG0087847	sp|P83053|AMYP_STRCA	Pancreatic alpha-amylase
OG0087848	sp|Q9Y256|FACE2_HUMAN	CAAX prenyl protease 2
OG0087849	sp|Q2TBT5|RNH2A_BOVIN	Ribonuclease H2 subunit A
OG0087853	sp|Q01702|DLX3B_DANRE	Homeobox protein Dlx3b
OG0087856	sp|Q8R0S4|CACB4_MOUSE	Voltage-dependent L-type calcium channel subunit beta-4
OG0087860	sp|Q8NFY4|SEM6D_HUMAN	Semaphorin-6D
OG0087861	sp|Q6PHN7|TM164_MOUSE	Transmembrane protein 164
OG0087863	sp|Q9UGR2|Z3H7B_HUMAN	Zinc finger CCCH domain-containing protein 7B
OG0087865	sp|Q6DKI1|RL7L_HUMAN	60S ribosomal protein L7-like 1
OG0087867	sp|P55934|CNG_ICTPU	Cyclic nucleotide-gated cation channel
OG0087877	sp|Q6IWL4|TRAF6_DANRE	TNF receptor-associated factor 6
OG0087879	sp|Q9Z1X1|ESYT1_RAT	Extended synaptotagmin-1
OG0087881	sp|Q9BVK6|TMED9_HUMAN	Transmembrane emp24 domain-containing protein 9
OG0087889	sp|Q1LVW0|BTBBA_DANRE	Ankyrin repeat and BTB/POZ domain-containing protein BTBD11-A
OG0087900	sp|Q9DCT6|BAP18_MOUSE	Chromatin complexes subunit BAP18
OG0087902	sp|P07992|ERCC1_HUMAN	DNA excision repair protein ERCC-1
OG0087906	sp|Q6VVW5|ANPRB_MOUSE	Atrial natriuretic peptide receptor 2
OG0087909	sp|Q64605|PTPRS_RAT	Receptor-type tyrosine-protein phosphatase S
OG0087913	sp|Q9H1I8|ASCC2_HUMAN	Activating signal cointegrator 1 complex subunit 2
OG0087914	sp|O60218|AK1BA_HUMAN	Aldo-keto reductase family 1 member B10
OG0087916	sp|A7ISW2|QPCT_BOIDE	Glutaminyl-peptide cyclotransferase
OG0087919	sp|Q4VC12|MSS51_HUMAN	"Putative protein MSS51 homolog, mitochondrial"
OG0087926	sp|O94818|NOL4_HUMAN	Nucleolar protein 4
OG0087929	sp|O42202|NDF1_DANRE	Neurogenic differentiation factor 1
OG0087931	sp|O60476|MA1A2_HUMAN	"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB"
OG0087943	sp|Q8IZS8|CA2D3_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-3
OG0087949	sp|Q05B60|NUD14_BOVIN	Uridine diphosphate glucose pyrophosphatase NUDT14
OG0087951	sp|Q66H68|RBM47_RAT	RNA-binding protein 47
OG0087955	sp|P40967|PMEL_HUMAN	Melanocyte protein PMEL
OG0087956	sp|Q9PUU6|FZD2_XENLA	Frizzled-2
OG0087964	sp|Q3T0Y8|VAMP8_BOVIN	Vesicle-associated membrane protein 8
OG0087969	sp|Q640I9|KDM2B_XENLA	Lysine-specific demethylase 2B
OG0087970	sp|Q6P1G2|KDM2B_MOUSE	Lysine-specific demethylase 2B
OG0087976	sp|B1H2Q2|ZRAN1_XENTR	Ubiquitin thioesterase zranb1
OG0087982	sp|Q86Z14|KLOTB_HUMAN	Beta-klotho
OG0087986	sp|Q90952|PON2_CHICK	Serum paraoxonase/arylesterase 2
OG0087987	sp|Q9NRS4|TMPS4_HUMAN	Transmembrane protease serine 4
OG0087989	sp|P15169|CBPN_HUMAN	Carboxypeptidase N catalytic chain
OG0087990	sp|Q9Z2R6|U119A_MOUSE	Protein unc-119 homolog A
OG0087994	sp|Q9CUX1|P52K_MOUSE	52 kDa repressor of the inhibitor of the protein kinase
OG0087996	sp|P23935|NDUA5_BOVIN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
OG0087998	sp|Q80TL1|ADCY2_MOUSE	Adenylate cyclase type 2
OG0087999	sp|Q5ZIT5|RAB10_CHICK	Ras-related protein Rab-10
OG0088001	sp|Q9Y2K7|KDM2A_HUMAN	Lysine-specific demethylase 2A
OG0088002	sp|P01772|HV333_HUMAN	Immunoglobulin heavy variable 3-33
OG0088003	sp|Q91YY4|ATPF2_MOUSE	ATP synthase mitochondrial F1 complex assembly factor 2
OG0088005	sp|P97694|CYH1_RAT	Cytohesin-1
OG0088006	sp|Q9UIA0|CYH4_HUMAN	Cytohesin-4
OG0088012	sp|Q9JJZ1|GTR8_RAT	"Solute carrier family 2, facilitated glucose transporter member 8"
OG0088013	sp|Q9JJZ1|GTR8_RAT	"Solute carrier family 2, facilitated glucose transporter member 8"
OG0088014	sp|Q9WTK3|GPAA1_MOUSE	Glycosylphosphatidylinositol anchor attachment 1 protein
OG0088015	sp|O97703|CD81_CHLAE	CD81 antigen
OG0088017	sp|Q6P0U3|RSLBB_DANRE	Ras-like protein family member 11B
OG0088018	sp|Q8TEK3|DOT1L_HUMAN	"Histone-lysine N-methyltransferase, H3 lysine-79 specific"
OG0088020	sp|A5PLL7|TM189_HUMAN	Transmembrane protein 189
OG0088021	sp|P52435|RPB11_HUMAN	DNA-directed RNA polymerase II subunit RPB11-a
OG0088027	sp|Q4VAA7|SNX33_MOUSE	Sorting nexin-33
OG0088029	sp|Q9JI35|HRH3_CAVPO	Histamine H3 receptor
OG0088032	sp|Q8VIJ5|OGA_RAT	Protein O-GlcNAcase
OG0088048	sp|Q6GQN4|FA32A_DANRE	Protein FAM32A-like
OG0088053	sp|Q6MGB5|DHB8_RAT	Estradiol 17-beta-dehydrogenase 8
OG0088055	sp|Q7L1W4|LRC8D_HUMAN	Volume-regulated anion channel subunit LRRC8D
OG0088057	sp|E1C2V1|LMBL1_CHICK	Lethal(3)malignant brain tumor-like protein 1
OG0088062	sp|A2AQP0|MYH7B_MOUSE	Myosin-7B
OG0088064	sp|O95602|RPA1_HUMAN	DNA-directed RNA polymerase I subunit RPA1
OG0088065	sp|Q4RSM6|GPX8_TETNG	Probable glutathione peroxidase 8
OG0088066	sp|Q66K64|DCA15_HUMAN	DDB1- and CUL4-associated factor 15
OG0088070	sp|Q92142|TPH_XENLA	Tryptophan 5-hydroxylase
OG0088073	sp|Q6ING9|PPM1K_XENLA	"Protein phosphatase 1K, mitochondrial"
OG0088075	sp|Q86WK6|AMGO1_HUMAN	Amphoterin-induced protein 1
OG0088088	sp|Q05159|EGR2B_DANRE	Early growth response protein 2b
OG0088089	sp|A5A4K9|GHSR_RABIT	Growth hormone secretagogue receptor type 1
OG0088093	sp|Q6UFS5|ZN503_DANRE	Zinc finger protein 503
OG0088099	sp|P01169|SMS1_LOPAM	Somatostatin-1
OG0088102	sp|P0CI65|NPHP3_DANRE	Nephrocystin-3
OG0088103	sp|Q8HZJ2|PTGES_HORSE	Prostaglandin E synthase
OG0088104	sp|Q0VCJ6|ZBT8A_BOVIN	Zinc finger and BTB domain-containing protein 8A
OG0088107	sp|Q6RI45|BRWD3_HUMAN	Bromodomain and WD repeat-containing protein 3
OG0088116	sp|Q1RMA6|PARI_DANRE	PCNA-interacting partner
OG0088117	sp|Q1JQA5|NENF_BOVIN	Neudesin
OG0088119	sp|Q5HZI2|C2C4C_MOUSE	C2 calcium-dependent domain-containing protein 4C
OG0088120	sp|Q8K4R4|PITC1_MOUSE	Cytoplasmic phosphatidylinositol transfer protein 1
OG0088121	sp|Q5PXS1|LCK_AOTNA	Tyrosine-protein kinase Lck
OG0088126	sp|P00731|CBPA1_RAT	Carboxypeptidase A1
OG0088134	sp|A2BFP5|S12A9_DANRE	Solute carrier family 12 member 9
OG0088135	sp|Q5SGD2|PPM1L_HUMAN	Protein phosphatase 1L
OG0088139	sp|Q8K2M0|RM38_MOUSE	"39S ribosomal protein L38, mitochondrial"
OG0088143	sp|Q8VCI0|PLBL1_MOUSE	Phospholipase B-like 1
OG0088144	sp|P27105|STOM_HUMAN	Erythrocyte band 7 integral membrane protein
OG0088150	sp|P51166|CDK5_XENLA	Cyclin-dependent-like kinase 5
OG0088154	sp|Q5R804|MPZL2_PONAB	Myelin protein zero-like protein 2
OG0088167	sp|A1A5G4|MAGI3_XENTR	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3"
OG0088170	sp|Q2M3R5|S35G1_HUMAN	Solute carrier family 35 member G1
OG0088172	sp|P47791|GSHR_MOUSE	"Glutathione reductase, mitochondrial"
OG0088173	sp|Q5ZKT6|EFMT1_CHICK	EEF1A lysine methyltransferase 1
OG0088178	sp|O95049|ZO3_HUMAN	Tight junction protein ZO-3
OG0088197	sp|Q98864|PTC1_DANRE	Protein patched homolog 1
OG0088200	sp|Q8CG08|CTHR1_RAT	Collagen triple helix repeat-containing protein 1
OG0088204	sp|Q60467|CO5A1_CRILO	Collagen alpha-1(V) chain
OG0088206	sp|Q6QB00|HELT_DANRE	Hairy and enhancer of split-related protein helt
OG0088207	sp|Q5U1W4|LAP4B_RAT	Lysosomal-associated transmembrane protein 4B
OG0088213	sp|A2BG43|GLTP_DANRE	Glycolipid transfer protein
OG0088220	sp|Q9UJD0|RIMS3_HUMAN	Regulating synaptic membrane exocytosis protein 3
OG0088224	sp|Q8C0F9|PRS35_MOUSE	Inactive serine protease 35
OG0088225	sp|Q9CPW4|ARPC5_MOUSE	Actin-related protein 2/3 complex subunit 5
OG0088234	sp|Q60773|CDN2D_MOUSE	Cyclin-dependent kinase 4 inhibitor D
OG0088236	sp|P46471|PRS7_MOUSE	26S proteasome regulatory subunit 7
OG0088248	sp|Q5RAY8|FGF7_PONAB	Fibroblast growth factor 7
OG0088253	sp|Q7ZTU9|TBX2_DANRE	T-box transcription factor TBX2b
OG0088258	sp|Q9H2M9|RBGPR_HUMAN	Rab3 GTPase-activating protein non-catalytic subunit
OG0088260	sp|Q5I3Q2|GDF8_EPICO	Growth/differentiation factor 8
OG0088263	sp|Q86TH1|ATL2_HUMAN	ADAMTS-like protein 2
OG0088264	sp|F1QZ15|TPRKB_DANRE	EKC/KEOPS complex subunit TPRKB
OG0088265	sp|P55859|PNPH_BOVIN	Purine nucleoside phosphorylase
OG0088270	sp|P79774|SNAT_CHICK	Serotonin N-acetyltransferase
OG0088280	sp|Q2VWQ2|NELL1_MOUSE	Protein kinase C-binding protein NELL1
OG0088287	sp|Q8NCB2|CAMKV_HUMAN	CaM kinase-like vesicle-associated protein
OG0088289	sp|Q1MTN8|ACL4_SCHPO	Probable assembly chaperone of rpl4
OG0088290	sp|Q32P71|TC1D2_BOVIN	Tctex1 domain-containing protein 2
OG0088291	sp|Q5I0K7|ALG13_RAT	UDP-N-acetylglucosamine transferase subunit ALG13 homolog
OG0088294	sp|O42406|SIX3_CHICK	Homeobox protein SIX3
OG0088298	sp|P26041|MOES_MOUSE	Moesin
OG0088299	sp|Q5BJW5|LUR1L_RAT	Leucine rich adaptor protein 1-like
OG0088302	sp|Q68DU8|KCD16_HUMAN	BTB/POZ domain-containing protein KCTD16
OG0088311	sp|Q5HZT9|DJC25_XENTR	DnaJ homolog subfamily C member 25
OG0088313	sp|Q06019|MIP_LITPI	Lens fiber major intrinsic protein
OG0088315	sp|P35570|IRS1_RAT	Insulin receptor substrate 1
OG0088316	sp|Q71RH2|TLC3B_HUMAN	Ceramide synthase
OG0088317	sp|Q8CF89|TAB1_MOUSE	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1
OG0088321	sp|Q80VF6|F181B_MOUSE	Protein FAM181B
OG0088327	sp|Q5REL2|ANXA1_PONAB	Annexin A1
OG0088329	sp|Q3UHD1|AGRB1_MOUSE	Adhesion G protein-coupled receptor B1
OG0088330	sp|Q9NZC3|GDE1_HUMAN	Glycerophosphodiester phosphodiesterase 1
OG0088333	sp|Q5PQR5|IMP4_RAT	U3 small nucleolar ribonucleoprotein protein IMP4
OG0088335	sp|Q13255|GRM1_HUMAN	Metabotropic glutamate receptor 1
OG0088341	sp|O14770|MEIS2_HUMAN	Homeobox protein Meis2
OG0088342	sp|O14974|MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A
OG0088343	sp|Q8JFQ6|K1C13_ONCMY	"Keratin, type I cytoskeletal 13"
OG0088344	sp|P45429|SNRPA_XENLA	U1 small nuclear ribonucleoprotein A
OG0088345	sp|P20362|SOML_PAROL	Somatolactin
OG0088347	sp|Q7T3B2|HRG1A_DANRE	Heme transporter hrg1-A
OG0088351	sp|Q8AWW7|RUVB1_DANRE	RuvB-like 1
OG0088359	sp|Q6P268|PDCL3_DANRE	Phosducin-like protein 3
OG0088361	sp|Q9H0H3|KLH25_HUMAN	Kelch-like protein 25
OG0088363	sp|O57478|HEMH_XENLA	"Ferrochelatase, mitochondrial"
OG0088367	sp|Q9H2S1|KCNN2_HUMAN	Small conductance calcium-activated potassium channel protein 2
OG0088374	sp|A8KBL7|MET2A_DANRE	tRNA N(3)-methylcytidine methyltransferase METTL2
OG0088378	sp|Q7SY23|AL4A1_DANRE	"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
OG0088384	sp|P11602|LIPL_CHICK	Lipoprotein lipase
OG0088394	sp|B0F9W3|GPER1_MICUN	G-protein coupled estrogen receptor 1
OG0088396	sp|O35186|CATK_RAT	Cathepsin K
OG0088399	sp|A2BIG9|LSMD1_DANRE	"N-alpha-acetyltransferase 38, NatC auxiliary subunit"
OG0088400	sp|Q9BZD6|TMG4_HUMAN	Transmembrane gamma-carboxyglutamic acid protein 4
OG0088403	sp|A1L260|CVN4A_DANRE	Caveolae-associated protein 4a
OG0088404	sp|Q9DGJ1|MYG_MAKNI	Myoglobin
OG0088405	sp|O43815|STRN_HUMAN	Striatin
OG0088407	sp|P62323|SMD3_XENLA	Small nuclear ribonucleoprotein Sm D3
OG0088416	sp|P58108|AAKG1_BOVIN	5'-AMP-activated protein kinase subunit gamma-1
OG0088418	sp|Q6GMH0|PRP18_DANRE	Pre-mRNA-splicing factor 18
OG0088419	sp|P61924|COPZ1_MOUSE	Coatomer subunit zeta-1
OG0088422	sp|Q90476|LHX1_DANRE	LIM/homeobox protein Lhx1
OG0088425	sp|A1A5Y5|TT39A_DANRE	Tetratricopeptide repeat protein 39A
OG0088428	sp|A1L1W9|MOT10_DANRE	Monocarboxylate transporter 10
OG0088432	sp|Q9JM13|RABX5_MOUSE	Rab5 GDP/GTP exchange factor
OG0088434	sp|Q61592|GAS6_MOUSE	Growth arrest-specific protein 6
OG0088435	sp|Q1RML7|MAK16_BOVIN	Protein MAK16 homolog
OG0088437	sp|Q9NYR8|RDH8_HUMAN	Retinol dehydrogenase 8
OG0088438	sp|Q04912|RON_HUMAN	Macrophage-stimulating protein receptor
OG0088440	sp|B4DS77|SHSA9_HUMAN	Protein shisa-9
OG0088446	sp|Q920G9|GMCL1_MOUSE	Germ cell-less protein-like 1
OG0088447	sp|Q803C7|LMBRL_DANRE	Limb region 1 homolog-like protein
OG0088453	sp|Q99797|MIPEP_HUMAN	Mitochondrial intermediate peptidase
OG0088458	sp|Q1W6H9|F110C_HUMAN	Protein FAM110C
OG0088460	sp|Q07864|DPOE1_HUMAN	DNA polymerase epsilon catalytic subunit A
OG0088465	sp|Q9BYE7|PCGF6_HUMAN	Polycomb group RING finger protein 6
OG0088475	sp|Q61670|HLX_MOUSE	H2.0-like homeobox protein
OG0088476	sp|B8JLV7|VMA21_DANRE	Vacuolar ATPase assembly integral membrane protein vma21
OG0088477	sp|P84653|HBA1_COTGO	Hemoglobin subunit alpha-1
OG0088479	sp|Q2KHZ9|GCDH_BOVIN	"Glutaryl-CoA dehydrogenase, mitochondrial"
OG0088485	sp|Q8BLQ7|CTR4_MOUSE	Cationic amino acid transporter 4
OG0088486	sp|Q5ZLR1|WLS_CHICK	Protein wntless homolog
OG0088487	sp|Q5ZLR1|WLS_CHICK	Protein wntless homolog
OG0088490	sp|Q9UPZ9|ICK_HUMAN	Serine/threonine-protein kinase ICK
OG0088491	sp|Q9W704|RIPA_XENLA	RPA-interacting protein A
OG0088492	sp|P13667|PDIA4_HUMAN	Protein disulfide-isomerase A4
OG0088493	sp|P35790|CHKA_HUMAN	Choline kinase alpha
OG0088498	sp|Q5TYQ1|ZYG11_DANRE	Protein zyg-11 homolog
OG0088499	sp|Q90999|TGFR2_CHICK	TGF-beta receptor type-2
OG0088504	sp|Q4V8H8|EHD2_RAT	EH domain-containing protein 2
OG0088514	sp|Q8HYS5|MCL1_CANLF	Induced myeloid leukemia cell differentiation protein Mcl-1 homolog
OG0088516	sp|Q67FQ3|ARHB_XENLA	Low density lipoprotein receptor adapter protein 1-B
OG0088519	sp|Q9Y5X9|LIPE_HUMAN	Endothelial lipase
OG0088521	sp|Q5F364|MRP1_CHICK	Multidrug resistance-associated protein 1
OG0088524	sp|Q9R0M3|SRPX_MOUSE	Sushi-repeat-containing protein SRPX
OG0088529	sp|Q9Z2N4|NXPH4_RAT	Neurexophilin-4
OG0088533	sp|Q6UVK1|CSPG4_HUMAN	Chondroitin sulfate proteoglycan 4
OG0088535	sp|Q01721|GAS1_MOUSE	Growth arrest-specific protein 1
OG0088536	sp|Q15125|EBP_HUMAN	"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"
OG0088537	sp|Q6BBL6|CLD4_BOVIN	Claudin-4
OG0088543	sp|P79678|TSP_BPMU	Tail sheath protein
OG0088550	sp|G3X987|GIMA9_MOUSE	GTPase IMAP family member 9
OG0088552	sp|P31390|HRH1_RAT	Histamine H1 receptor
OG0088558	sp|O42584|NO29_XENLA	Nucleoplasmin-like protein NO29
OG0088560	sp|Q9PUQ1|ETV4_DANRE	ETS translocation variant 4
OG0088568	sp|Q1WNP0|DHB1_PANTR	Estradiol 17-beta-dehydrogenase 1
OG0088570	sp|Q503C8|NUDC1_DANRE	NudC domain-containing protein 1
OG0088571	sp|P17785|ANXA2_CHICK	Annexin A2
OG0088572	sp|Q8C828|KBTBD_MOUSE	Kelch repeat and BTB domain-containing protein 13
OG0088580	sp|Q8IWV8|UBR2_HUMAN	E3 ubiquitin-protein ligase UBR2
OG0088582	sp|Q9PW72|PDLI4_CHICK	PDZ and LIM domain protein 4
OG0088587	sp|Q6ZNL6|FGD5_HUMAN	"FYVE, RhoGEF and PH domain-containing protein 5"
OG0088594	sp|Q9WTX6|CUL1_MOUSE	Cullin-1
OG0088599	sp|A5PMF6|GT251_DANRE	Procollagen galactosyltransferase 1
OG0088600	sp|P49614|HEXB_FELCA	Beta-hexosaminidase subunit beta
OG0088602	sp|Q6DRD3|DPOLB_DANRE	DNA polymerase beta
OG0088604	sp|Q9JKA5|GPA33_MOUSE	Cell surface A33 antigen
OG0088609	sp|O42237|SEM3E_CHICK	Semaphorin-3E
OG0088611	sp|Q13257|MD2L1_HUMAN	Mitotic spindle assembly checkpoint protein MAD2A
OG0088617	sp|Q7Z3C6|ATG9A_HUMAN	Autophagy-related protein 9A
OG0088620	sp|Q865K9|MPRB_PIG	Membrane progestin receptor beta
OG0088622	sp|P49253|AOF_ONCMY	Amine oxidase [flavin-containing]
OG0088624	sp|Q502E0|TM17A_DANRE	Transmembrane protein 17A
OG0088627	sp|Q92104|CP11B_LITCT	"Cytochrome P450 11B, mitochondrial"
OG0088631	sp|Q9H2A9|CHST8_HUMAN	Carbohydrate sulfotransferase 8
OG0088632	sp|P51826|AFF3_HUMAN	AF4/FMR2 family member 3
OG0088633	sp|A3KMV2|RD23A_BOVIN	UV excision repair protein RAD23 homolog A
OG0088638	sp|Q96NR8|RDH12_HUMAN	Retinol dehydrogenase 12
OG0088640	sp|Q6IQ55|TTBK2_HUMAN	Tau-tubulin kinase 2
OG0088643	sp|O14718|OPSX_HUMAN	Visual pigment-like receptor peropsin
OG0088648	sp|Q28199|CD5R1_BOVIN	Cyclin-dependent kinase 5 activator 1
OG0088650	sp|Q8C0J6|SWAHC_MOUSE	Ankyrin repeat domain-containing protein SOWAHC
OG0088655	sp|Q6IQE1|PI42C_DANRE	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma
OG0088656	sp|P04792|HSPB1_HUMAN	Heat shock protein beta-1
OG0088665	sp|P23410|MSX2_COTJA	Homeobox protein MSX-2
OG0088667	sp|P05202|AATM_MOUSE	"Aspartate aminotransferase, mitochondrial"
OG0088673	sp|Q9H3M7|TXNIP_HUMAN	Thioredoxin-interacting protein
OG0088676	sp|Q08DK1|IGS11_BOVIN	Immunoglobulin superfamily member 11
OG0088678	sp|Q08DK1|IGS11_BOVIN	Immunoglobulin superfamily member 11
OG0088679	sp|O75366|AVIL_HUMAN	Advillin
OG0088685	sp|P07197|NFM_HUMAN	Neurofilament medium polypeptide
OG0088687	sp|Q8C828|KBTBD_MOUSE	Kelch repeat and BTB domain-containing protein 13
OG0088688	sp|P18520|ION3_CARAU	Intermediate filament protein ON3
OG0088690	sp|O15540|FABP7_HUMAN	"Fatty acid-binding protein, brain"
OG0088695	sp|Q15223|NECT1_HUMAN	Nectin-1
OG0088697	sp|Q9GL76|NECT1_PIG	Nectin-1
OG0088699	sp|P34996|P2RY1_CHICK	P2Y purinoceptor 1
OG0088701	sp|Q96KN1|LRAT2_HUMAN	Protein LRATD2
OG0088704	sp|Q91431|NF7O_XENLA	"Nuclear factor 7, ovary"
OG0088705	sp|Q02084|A33_PLEWA	Zinc-binding protein A33
OG0088711	sp|Q90610|NEO1_CHICK	Neogenin (Fragment)
OG0088716	sp|Q8K386|RAB15_MOUSE	Ras-related protein Rab-15
OG0088718	sp|Q14562|DHX8_HUMAN	ATP-dependent RNA helicase DHX8
OG0088720	sp|Q5R4U9|SORCN_PONAB	Sorcin
OG0088725	sp|Q6DBY2|NAA50_DANRE	N-alpha-acetyltransferase 50
OG0088727	sp|Q709C8|VP13C_HUMAN	Vacuolar protein sorting-associated protein 13C
OG0088729	sp|O60637|TSN3_HUMAN	Tetraspanin-3
OG0088735	sp|Q28CF8|ENTP7_XENTR	Ectonucleoside triphosphate diphosphohydrolase 7
OG0088736	sp|Q9NQZ7|ENTP7_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 7
OG0088739	sp|P26369|U2AF2_MOUSE	Splicing factor U2AF 65 kDa subunit
OG0088740	sp|Q9D6E4|TTC9B_MOUSE	Tetratricopeptide repeat protein 9B
OG0088744	sp|Q5U3N7|CHUR_DANRE	Protein Churchill
OG0088745	sp|Q90670|AVR2B_CHICK	Activin receptor type-2B
OG0088747	sp|Q8BGV8|MID51_MOUSE	Mitochondrial dynamics protein MID51
OG0088750	sp|P45452|MMP13_HUMAN	Collagenase 3
OG0088752	sp|Q9JMH2|LRIT1_RAT	"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 1"
OG0088755	sp|F7DKV7|SIR5_XENTR	"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
OG0088757	sp|Q17QS4|PI5L1_BOVIN	Phosphatidylinositol 4-phosphate 5-kinase-like protein 1
OG0088758	sp|Q8IVW6|ARI3B_HUMAN	AT-rich interactive domain-containing protein 3B
OG0088759	sp|Q767K6|DHX16_PIG	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16
OG0088764	sp|Q4FZX7|SRPRB_RAT	Signal recognition particle receptor subunit beta
OG0088766	sp|Q96S65|CSRN1_HUMAN	Cysteine/serine-rich nuclear protein 1
OG0088770	sp|Q8NB12|SMYD1_HUMAN	Histone-lysine N-methyltransferase SMYD1
OG0088771	sp|Q9JI66|S4A4_RAT	Electrogenic sodium bicarbonate cotransporter 1
OG0088774	sp|Q2PW47|MED24_DANRE	Mediator of RNA polymerase II transcription subunit 24
OG0088778	sp|P47238|PAX6_COTJA	Paired box protein Pax-6
OG0088784	sp|Q9CRA8|EXOS5_MOUSE	Exosome complex component RRP46
OG0088786	sp|Q8JHF2|LFNG_DANRE	"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe"
OG0088794	sp|Q8CF97|VCIP1_RAT	Deubiquitinating protein VCIP135
OG0088802	sp|Q4V922|GSG1L_DANRE	Germ cell-specific gene 1-like protein
OG0088803	sp|P10112|CRYGS_CYPCA	Gamma-crystallin S
OG0088804	sp|Q9WTV5|PSMD9_RAT	26S proteasome non-ATPase regulatory subunit 9
OG0088805	sp|Q7ZXZ2|UTP15_XENLA	U3 small nucleolar RNA-associated protein 15 homolog
OG0088810	sp|Q8TAC1|RFESD_HUMAN	Rieske domain-containing protein
OG0088829	sp|Q5BL50|AT8B1_XENTR	Phospholipid-transporting ATPase IC
OG0088833	sp|Q9BXW7|HDHD5_HUMAN	Haloacid dehalogenase-like hydrolase domain-containing 5
OG0088834	sp|O73916|SIX3_ORYLA	Homeobox protein SIX3
OG0088837	sp|Q66II5|T3HPD_XENTR	Trans-L-3-hydroxyproline dehydratase
OG0088847	sp|O95206|PCDH8_HUMAN	Protocadherin-8
OG0088848	sp|P08635|SAST_RAT	"S-acyl fatty acid synthase thioesterase, medium chain"
OG0088854	sp|P51955|NEK2_HUMAN	Serine/threonine-protein kinase Nek2
OG0088856	sp|P15943|APLP2_RAT	Amyloid-like protein 2
OG0088870	sp|O95715|CXL14_HUMAN	C-X-C motif chemokine 14
OG0088875	sp|Q15149|PLEC_HUMAN	Plectin
OG0088876	sp|Q99933|BAG1_HUMAN	BAG family molecular chaperone regulator 1
OG0088879	sp|Q4R383|PIN1_MACFA	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
OG0088880	sp|Q66KX2|CADM4_XENLA	Cell adhesion molecule 4
OG0088881	sp|Q5VW32|BROX_HUMAN	BRO1 domain-containing protein BROX
OG0088884	sp|Q2TJA6|NKD1_DANRE	Protein naked cuticle homolog 1
OG0088885	sp|Q7ZYX1|AKTIP_DANRE	AKT-interacting protein
OG0088887	sp|Q9UIK4|DAPK2_HUMAN	Death-associated protein kinase 2
OG0088888	sp|Q9NVT9|ARMC1_HUMAN	Armadillo repeat-containing protein 1
OG0088890	sp|Q6IQU6|RPF1_DANRE	Ribosome production factor 1
OG0088895	sp|Q9TV66|HCN4_RABIT	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4
OG0088896	sp|O73606|KCNG2_CHICK	Potassium voltage-gated channel subfamily G member 2
OG0088900	sp|P11348|DHPR_RAT	Dihydropteridine reductase
OG0088902	sp|Q568I2|ACER1_DANRE	Alkaline ceramidase 1
OG0088904	sp|P21531|RL3_RAT	60S ribosomal protein L3
OG0088911	sp|Q3U3R4|LMF1_MOUSE	Lipase maturation factor 1
OG0088919	sp|Q3U0L2|AN33B_MOUSE	Ankyrin repeat domain-containing protein 33B
OG0088921	sp|Q7ZVM1|WASC5_DANRE	WASH complex subunit 5
OG0088930	sp|Q16644|MAPK3_HUMAN	MAP kinase-activated protein kinase 3
OG0088937	sp|P13913|ARY1_CHICK	"Arylamine N-acetyltransferase, pineal gland isozyme NAT-10"
OG0088943	sp|P30151|EF1B_XENLA	Elongation factor 1-beta
OG0088944	sp|P55164|CRBA2_CHICK	Beta-crystallin A2
OG0088949	sp|Q8UUY8|ADRB2_ONCMY	Beta-2 adrenergic receptor
OG0088953	sp|Q9WUL0|TOP1_RAT	DNA topoisomerase 1
OG0088956	sp|Q5SSM3|RHG44_MOUSE	Rho GTPase-activating protein 44
OG0088957	sp|Q7ZV80|SPF30_DANRE	Survival of motor neuron-related-splicing factor 30
OG0088960	sp|Q9WVM7|AIMP2_CRIGR	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2
OG0088967	sp|Q64336|TBR1_MOUSE	T-box brain protein 1
OG0088970	sp|Q8AW52|ATOH7_DANRE	Protein atonal homolog 7
OG0088973	sp|Q9UD57|NKX12_HUMAN	NK1 transcription factor-related protein 2
OG0088974	sp|O93449|TGFB1_ONCMY	Transforming growth factor beta-1 proprotein
OG0088985	sp|Q08E66|WFKN2_BOVIN	"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2"
